precision,recall,threshold
0.006443013807193326,1.0,5.613845594772065e-07
0.00644304696425447,1.0,5.635712606733657e-07
0.00644308012165688,1.0,5.636318286597456e-07
0.006443113279400564,1.0,5.64379470537076e-07
0.006443146437485526,1.0,5.651873443054918e-07
0.006443179595911772,1.0,5.653485301480153e-07
0.006443212754679306,1.0,5.688842619660944e-07
0.006443245913788135,1.0,5.698368564630707e-07
0.006443279073238262,1.0,5.705617744044718e-07
0.006443312233029695,1.0,5.719585308510619e-07
0.006443345393162437,1.0,5.72726095424784e-07
0.006443378553636495,1.0,5.731183966984849e-07
0.006443411714451872,1.0,5.73202813862568e-07
0.0064434448756085765,1.0,5.739978408641951e-07
0.006443478037106611,1.0,5.741031333755305e-07
0.006443511198945982,1.0,5.743581179288922e-07
0.0064435443611266935,1.0,5.775238983612309e-07
0.006443577523648753,1.0,5.7895194804498e-07
0.006443610686512164,1.0,5.796866861728321e-07
0.006443643849716933,1.0,5.803995700264251e-07
0.0064436770132630635,1.0,5.87804501589444e-07
0.0064437101771505625,1.0,5.878650668630758e-07
0.006443743341379434,1.0,5.889422489007115e-07
0.006443776505949685,1.0,5.959410872380917e-07
0.006443809670861319,1.0,5.970395356930089e-07
0.006443842836114342,1.0,5.983644394860755e-07
0.006443876001708759,1.0,6.055703944877012e-07
0.0064439091676445764,1.0,6.059352832456364e-07
0.006443942333921798,1.0,6.059806343055597e-07
0.00644397550054043,1.0,6.062551993642548e-07
0.006444008667500476,1.0,6.065779375701601e-07
0.006444041834801944,1.0,6.073574764615613e-07
0.0064440750024448365,1.0,6.07741808684399e-07
0.006444108170429161,1.0,6.106061731073899e-07
0.006444141338754922,1.0,6.11911807437181e-07
0.006444174507422125,1.0,6.157061464964841e-07
0.006444207676430774,1.0,6.165678379508335e-07
0.006444240845780875,1.0,6.190458187317001e-07
0.006444274015472434,1.0,6.2158703889816e-07
0.006444307185505456,1.0,6.240523278114039e-07
0.006444340355879946,1.0,6.258016840033167e-07
0.006444373526595909,1.0,6.300684348953882e-07
0.006444406697653351,1.0,6.303990602463261e-07
0.006444439869052276,1.0,6.306548739434458e-07
0.0064444730407926904,1.0,6.314969178789278e-07
0.0064445062128746,1.0,6.315150773233803e-07
0.006444539385298009,1.0,6.325683796642197e-07
0.006444572558062922,1.0,6.363242625523755e-07
0.0064446057311693455,1.0,6.392444283378294e-07
0.0064446389046172855,1.0,6.405979754879701e-07
0.006444672078406745,1.0,6.428125550854255e-07
0.006444705252537731,1.0,6.43093978864516e-07
0.0064447384270102485,1.0,6.443262800912058e-07
0.006444771601824302,1.0,6.485168008277574e-07
0.006444804776979899,1.0,6.487846207019521e-07
0.006444837952477042,1.0,6.495161045073709e-07
0.006444871128315737,1.0,6.518451120474818e-07
0.00644490430449599,1.0,6.521171728348463e-07
0.006444937481017806,1.0,6.531453277296367e-07
0.00644497065788119,1.0,6.551031510184075e-07
0.006445003835086148,1.0,6.564488548538817e-07
0.006445037012632685,1.0,6.572697521745668e-07
0.006445070190520805,1.0,6.590751053826418e-07
0.006445103368750515,1.0,6.603133526297557e-07
0.0064451365473218196,1.0,6.608207856204955e-07
0.006445169726234724,1.0,6.618039888062374e-07
0.006445202905489233,1.0,6.621635114459961e-07
0.006445236085085353,1.0,6.624772718289943e-07
0.0064452692650230885,1.0,6.628929432890767e-07
0.006445302445302445,1.0,6.643766472953005e-07
0.0064453356259234285,1.0,6.645039874580003e-07
0.006445368806886042,1.0,6.659809735891998e-07
0.006445401988190293,1.0,6.662316854173616e-07
0.006445435169836187,1.0,6.66240237838931e-07
0.0064454683518237275,1.0,6.66777817334e-07
